Recipe,URL,Ingredients,Type
Broccoli with Parmesan,https://www.marthastewart.com/1155293/broccoli-parmesan,  pounds broccoli Broccoli Regular  lb for $. thru  tablespoons butterCoarse salt and ground pepper. cup grated Parmesan,Desserts and other sweets
Grilled Broccoli,https://food52.com/recipes/6823-grilled-broccoli, heads broccoli tablespoons olive oil teaspoon celtic sea salt,Sauces and sides
Parmesan Broccoli,http://www.bbcgoodfood.com/recipes/2565/,". trimmed broccoli , divided into florets. butter. parmesan , grated, plus extra to serve",Desserts and other sweets
Broccoli Dip,https://www.realsimple.com/food-recipes/browse-all-recipes/broccoli-dip," -ounce bag frozen broccoli, thawed cup low-fat cottage cheesekosher salt -ounce package pita chips",Sauces and sides
Roasted Broccoli,http://www.pbs.org/food/recipes/roasted-broccoli/, large head broccoli tablespoons extra-virgin olive oil teaspoon salt teaspoon sugarOptional:  tablespoon minced garlic,Chicken dishes
Jade Broccoli With Pecans,http://www.foodandwine.com/recipes/jade-broccoli-with-pecans,  tablespoons unsalted butter cup chopped pecans  cups peeled and shredded broccoli stalks from  pounds broccoli teaspoon salt very thin slices of prosciutto,Sauces and sides
Christmas Broccoli: Broccoli Soffriti,https://www.foodnetwork.com/recipes/mario-batali/christmas-broccoli-broccoli-soffriti-recipe-1906621," pounds fresh broccoli, with leaves, or broccoli rabe cup extra-virgin olive oil cloves garlic, sliced in half salted anchovies, cleaned, filleted and roughly chopped",Sauces and sides
Broccoli Rabe with Garlic,http://www.eatingwell.com/recipe/265660/broccoli-rabe-with-garlic/," pounds broccoli rabe or  cups broccoli florets tablespoons olive oil cloves garlic, minced cup reduced-sodium chicken broth teaspoon ground black pepper teaspoon salt",Sauces and sides
Broccoli Gratin,http://www.frenchrevolutionfood.com/2011/06/french-in-a-flash-broccoli-gratin/, cups broccoli florets cup crème fraîche cup grated gruyèreKosher saltFreshly ground black pepper tablespoons panko,Desserts and other sweets
Chinese Broccoli,http://www.myrecipes.com/recipe/chinese-broccoli, to   pounds Chinese broccoli gai lan or regular broccoli see notes tablespoons soy sauce teaspoons Asian toasted sesame oil,Sauces and sides
Cook the Book: Grilled Shishito Peppers with Sesame Oil and Salt,http://www.seriouseats.com/recipes/2010/08/photograph-caroline-russock-as-always.html, pound shishito peppers tablespoons Asian dark sesame oilCoarse sea salt,Desserts and other sweets
Tuscan Kale with Sesame Oil recipes,http://www.bonappetit.com/recipe/tuscan-kale-with-sesame-oil," bunches Tuscan kale, ribs and stems removed, leaves torn tablespoons olive oil teaspoons toasted sesame oilground black pepperkosher salt",Desserts and other sweets
Sauteed Spinach With Toasted Sesame Oil,http://www.eatingwell.com/recipes/sauteed_spinach_with_toasted_sesame_oil.html," teaspoons toasted sesame oil teaspoons minced ginger tablespoon sesame seeds -ounce bag fresh spinach, see Ingredient note, tough stems removed teaspoons rice vinegar teaspoon reduced-sodium soy sauce cloves garlic, minced",Sauces and sides
Barley and Rice with Sesame Oil and Chives recipes,http://www.foodandwine.com/recipes/barley-and-rice-sesame-oil-and-chives," cup pearled barley, rinsed cup long-grain white rice, rinsed tablespoons unsalted butter teaspoon toasted sesame oilsalt cup thinly sliced chives",Salads
Soy-Bean And Mung-Bean Sprouts Seasoned With Sesame Oil,http://www.cookstr.com/recipes/soy-bean-and-mung-bean-sprouts-seasoned-with-sesame-oil, cups soy-bean sprouts cups mung-bean sprouts cup Japanese soy sauce tablespoons sesame oil tablespoon sugar teaspoon salt teaspoons roasted and lightly crushed sesame seeds,Desserts and other sweets
Sesame Carrots,https://www.epicurious.com/recipes/food/views/sesame-carrots-51140480, medium carrots tablespoon toasted sesame oilkosher saltfreshly ground black pepper,Desserts and other sweets
Sesame-Soy Surprise recipes,http://www.tastingtable.com/entry_detail/national/17503/recipes_home/Sesame_Soy_Surprise.htm, cup toasted sesame oil cup rice vinegar tablespoons organic tamari soy sauce,Chicken dishes
Sesame-roasted kale,http://www.jamieoliver.com/recipes/vegetables-recipes/sesame-roasted-kale/,  kale teaspoons sesame oil tablespoon olive oil tablespoon sesame seeds,Desserts and other sweets
Sesame Broccolini,http://www.marthastewart.com/900907/sesame-broccolini," bunches broccolini, trimmedCoarse salt and ground pepper teaspoons toasted sesame oil tablespoon toasted sesame seeds",Chicken dishes
Sesame Baby Carrots,http://www.bbcgoodfood.com/recipes/5897/,. tbsp toasted sesame seeds. butter. baby carrots. tbsp sesame oil. tsp light muscovado sugar,Desserts and other sweets
Charles Phan's Spicy Soy Sauce,http://www.seriouseats.com/recipes/2013/01/charles-phans-spicy-soy-sauce-recipe.html, cup sugar cup light soy sauce tablespoons distilled white vinegar tablespoons roasted chile paste,Sauces and sides
Soy Sauce Chicken,https://www.epicurious.com/recipes/food/views/soy-sauce-chicken,"  -lb.-kg whole chicken tablespoon dark soy sauce cups  fl oz ml vegetable oil cup  fl oz ml light soy sauce oz  rock sugar star anise oz  ginger about -inch.-cm-length piece, slicedSteamed rice, to serve",Sauces and sides
Soy Sauce Dressing,http://www.cookstr.com/recipes/soy-sauce-dressing, teaspoons usukuchi shoyu light-colored soy sauce or regular shoyu soy sauce tablespoon mirin sweet cooking wine cup dashi fish stock teaspoon salt teaspoon hot mustard paste see Notes,Sauces and sides
Soy Sauce-Pickled Jalapeños recipes,http://www.tastingtable.com/entry_detail/chefs_recipes/10675/Soy_Sauce_Pickled_Jalape%C3%B1os_Recipe_From_Dennis_Lee.htm," cups distilled white vinegar cup soy sauce teaspoon granulated sugar teaspoon kosher salt jalapeños, sliced into thin rounds",Sauces and sides
Soy Sauce Butter Popcorn,https://food52.com/recipes/60569-soy-sauce-butter-popcorn, cup popcorn kernels tablespoons butter tablespoons coconut oil tablespoon soy sauce teaspoon garlic salt optional teaspoon Sriracha optional tablespoons freshly grated Parmesan cheese optionaltoasted sesame seeds optional,Sauces and sides
Soy Sauce Eggs,http://www.eatingwell.com/recipe/251374/soy-sauce-eggs/, cup reduced-sodium soy sauce or tamari cup sake tablespoons mirin tablespoon sugar large eggs,Sauces and sides
Soy Sauce Noodles recipes,http://www.loveandoliveoil.com/2015/03/soy-sauce-noodles.html," tablespoon soy sauce tablespoon Shaoxing wine* teaspoons dark soy sauce or tamari teaspoons sesame oil teaspoons dark brown sugar teaspoon sriracha tablespoons vegetable oil, divided ounces  'bundles' thin Hong Kong-style egg noodles garlic cloves, minced green onions, sliced into matchsticks, whitelight green and darker green parts separated medium carrot, thinly sliced into matchsticks or ribbons ounces bean sprouts**",Sauces and sides
Avocado “Bowl” with Spicy Soy Sauce,https://www.realsimple.com/food-recipes/browse-all-recipes/avocado-bowl-spicy-soy-sauce, tablespoon soy sauce teaspoon sriracha avocado,Sauces and sides
Butter Soy Sauce Smashed Potatoes recipes,http://www.pbs.org/food/fresh-tastes/butter-soy-sauce-smashed-potatoes/, grams small potatoes tablespoons unsalted butter tablespoon soy sauce,Sauces and sides
Spicy meatballs with soy sauce,http://honestcooking.com/spicy-meatballs-with-soy-sauce/," cup   ground beef garlic cloves small onion tsp smoked paprikaSaltPepper tsp powdered ginger tbsp chopped fresh parsleyOlive oil. oz  ml soy sauce tbsp flour tbsp sour cream tbsp lemon juice, freshly squeezed",Sauces and sides
Dinner Tonight: Hash Browned Potatoes With Sesame Seeds,http://www.seriouseats.com/recipes/2007/10/dinner_tonight_hash_browned_potatoes_with_ses.html," potatoes, peeled, and chopped into little squares cup butter cup sesame seeds onion, minced cup heavy creamSalt and pepper",Chicken dishes
Potatoes with Sesame Seeds,https://www.marthastewart.com/1512992/potatoes-sesame-seeds, pounds russet or Yukon Gold potatoes about  tablespoons vegetable oil teaspoons whole cumin seeds teaspoons black mustard seeds tablespoons sesame seedsKosher salt to  teaspoon cayenne pepper tablespoon fresh lemon juice,Chicken dishes
Green Beans With Sticky Soy Almonds & Sesame Seeds,http://www.bbcgoodfood.com/recipes/4528/,. tbsp sesame seeds. green beans. blanched almonds. tsp honey. tsp sesame oil,Chicken dishes
Broccoli with Sesame Seeds and Dried Red Pepper,https://www.epicurious.com/recipes/food/views/broccoli-with-sesame-seeds-and-dried-red-pepper-106326," tablespoons sesame seeds teaspoon kosher salt teaspoon dried crushed red pepper  pounds broccoli, cut into florets tablespoon toasted sesame oil",Chicken dishes
Hummus with sesame seeds (no tahini),https://food52.com/recipes/40397-hummus-with-sesame-seeds-no-tahini, cups cooked* chickpeas Garbanzo beans cup sesame seeds cloves of garlic tablespoons lime juice cup olive oil plus extra to top with teaspoon sesame oil optional pinch of cumin pinch of paprikaSalt,Chicken dishes
Catfish with Sesame Seeds,http://www.cookstr.com/recipes/catfish-with-sesame-seeds," pound catfish fillets cup yellow cornmeal cup all-purpose flourSalt and freshly milled black pepper pound lard or unsalted butter cup sesame seeds, toasted in  dry skillet",Chicken dishes
Warm Olives With Sesame Seeds And Oregano,http://www.foodandwine.com/recipes/warm-olives-with-sesame-seeds-and-oregano," tablespoon sesame seeds tablespoons extra-virgin olive oil pound Niçoise olives or other full-flavored brine-cured black olives, rinsed and dried tablespoon finely chopped oregano",Chicken dishes
Snow Peas With Sesame Seeds,http://www.thenaptimechef.com/2011/07/dinner-6-with-american-express-snow-peas-with-sesame-seeds-last-call/, cups snow peas tablespoons sesame seeds cup olive oil pinch kosher salt,Chicken dishes
Dry Roasted Edamame with Black Sesame Seeds,https://www.foodnetwork.com/recipes/dry-roasted-edamame-with-black-sesame-seeds-recipe-2120911," cups frozen shelled edamame, thawed teaspoons olive oilSalt tablespoon black sesame seeds, or regular sesame seeds",Chicken dishes
Roasted Squash with Sesame Seeds and Cumin,https://www.marthastewart.com/1130171/roasted-squash-sesame-seeds-and-cumin," tablespoons sesame seeds  teaspoons cumin seeds small acorn squashes about  pound each, halved, seeded, and cut into -inch wedges teaspoon ground corianderCoarse salt and freshly ground pepper tablespoons extra-virgin olive oil",Chicken dishes
Smoked Salmon and Dill Tea Sandwiches Recipe,http://www.seriouseats.com/recipes/2012/05/smoked-salmon-and-dill-tea-sandwiches.html," ounces cream cheese tablespoons finely chopped fresh dill lemonKosher salt and freshly ground black pepper loaf whole wheat sandwich bread  slices loaf white sandwich bread  slices ounces smoked salmon red onion, minced about  cup",Chicken dishes
"Bacon, Egg, and Toast Cups",http://honestcooking.com/bacon-egg-and-toast-cups/, eggs pieces of whole wheat sandwich bread strips of baconCooking spray,Sauces and sides
Cucumber And Cream Cheese Sandwiches,http://www.saveur.com/article/Recipes/Cucumber-and-Cream-Cheese-Sandwiches," ""-inch slices white sandwich bread oz. whipped cream cheese, softened seedless or English hothouse cucumber, thinly sliced",Chicken dishes
Valentine's Day Cinnamon Toast,https://www.marthastewart.com/1525101/valentines-day-cinnamon-toast," slices white sandwich breadUnsalted butter, room temperature tablespoon sugar teaspoon ground cinnamon",Sauces and sides
Fruits Sandwich,https://food52.com/recipes/61017-fruits-sandwich, milliliters heavy cream tablespoon sugar pieces white sandwich bread pieces strawberry piece banana pieces sliced kiwi pieces tangerine,Salads
Elvis Presley's Hot Peanut Butter and Banana Sandwich,https://www.epicurious.com/recipes/food/views/elvis-presleys-hot-peanut-butter-and-banana-sandwich-232627," tablespoons peanut butter preferably smooth slices white sandwich bread small ripe banana, mashed with  fork about  cup tablespoons butter",Sauces and sides
Classic Grilled Cheese,http://www.realsimple.com/food-recipes/browse-all-recipes/classic-grilled-cheese-00100000064249/index.html, tablespoons unsalted butter slices white sandwich bread slices Cheddar,Sauces and sides
Sandwich Bread,http://www.pbs.org/food/recipes/sandwich-bread/,  cups bread flour plus extra for work surface teaspoons salt cup warm milk  degrees cup warm water  degrees tablespoons butter melted tablespoons honey package about   teaspoons rapid-rise yeast,Meat dishes
Cucumber-Mint Chutney Tea Sandwiches,http://www.foodandwine.com/recipes/cucumber-mint-chutney-tea-sandwiches," slices white sandwich bread cup plus  tablespoons mint chutney, drained English cucumber, thinly sliced",Chicken dishes
Strawberry-Almond Butter Sandwich,http://www.eatingwell.com/recipe/258700/strawberry-almond-butter-sandwich/, tablespoons smooth almond butter tablespoon cream cheese teaspoon honey slices whole-wheat sandwich bread cup sliced strawberries,Sauces and sides
Fried Chickpeas,https://www.tastingtable.com/entry_detail/chefs_recipes/12903/Fried_Chickpeas.htm,"One -ounce can chickpeas, drainedVegetable oil, for frying teaspoons sea salt teaspoons pimentón dulce sweet spanish paprika",Sauces and sides
Fried Chickpeas,http://www.bonappetit.com/recipes/2011/10/fried-chickpeas," teaspoons smoked paprika teaspoon cayenne pepper tablespoons extra-virgin olive oil -oz. cans chickpeas, rinsed, drained, patted very dryKosher salt teaspoons finely grated lime zest",Sauces and sides
Roasted Chickpeas,http://www.pbs.org/food/recipes/roasted-chickpeas/,- ouncecan chickpeas tablespoon of olive oil teaspoon kosher salt teaspoon garlic powder,Chicken dishes
Curried Chickpeas,http://www.eatingwell.com/recipe/251256/curried-chickpeas/," tablespoon extra-virgin olive oil tablespoon curry powder teaspoon salt -ounce can chickpeas, rinsed",Sauces and sides
Soy-Roasted Chickpeas,https://www.realsimple.com/food-recipes/browse-all-recipes/soy-roasted-chickpeas," .-ounce can chickpeas, rinsed tablespoons soy sauce teaspoons canola oil teaspoons toasted sesame seeds",Sauces and sides
Spicy Roasted Chickpeas,http://www.sfgate.com/food/recipes/detail.html?rid=18958&sorig=qs," cups cooked chickpeas see hummus recipe, drained; or canned chickpeas, well rinsed and drained teaspoon cumin seeds teaspoon coriander seeds tablespoons olive oil to  teaspoon chile powder, to tasteFine sea salt and freshly ground pepper, to taste",Sauces and sides
